OBJECTID,TAG,CODE,ROUTE,ACCOUNTNUM,PEANO,FEEDERID,OWNER,INSTALLATI,LATITUDE,LONGITUDE,"Lat, Long"
1822041,11MTAA000159599,AFAG,114,-,27820390,FAA04,PEA,6016969901,19.83973637,99.23106454,"19.8397363733, 99.2310645399"
619229,1150MT000238620,AFAG,139,278001,6200142167,FAA09,PEA,6007523236,19.88698105,99.23099834,"19.886981047, 99.2309983372"
618962,1150MT000238353,AFAG,160,644401,22007282,FAA09,PEA,6007595894,19.90028841,99.23068877,"19.9002884093, 99.2306887711"
4483081,11MTAA001399336,AFAG,140,270470,6500556775,FAA09,PEA,6024686934,19.89980007,99.23335423,"19.8998000682, 99.2333542322"
618700,1150MT000238091,AFAG,63,638232,29562843,FAA09,PEA,6007137660,19.90165144,99.23086305,"19.9016514376, 99.2308630483"
606910,1150MT000226301,AFAG,9803,000600,23064589,FAA09,,6007924693,19.90619652,99.23196053,"19.9061965242, 99.2319605304"
618755,1150MT000238146,AFAG,131,224300,23374597,FAA09,PEA,6007511493,19.90657133,99.23250181,"19.9065713298, 99.2325018081"
1862572,11MTAA000181612,AFAG,140,-,25785604,FAA09,PEA,6007524069,19.89709769,99.23752027,"19.8970976886, 99.2375202681"
3559461,11MTAA001152396,AFAG,68,014303,6201354667,FAA04,PEA,6007171612,19.80439721,99.24390198,"19.8043972135, 99.2439019789"
2329979,11MTAA000503361,AFAG,201,200020,23819233,FAA04,PEA,6007664536,19.80816419,99.24048873,"19.808164186, 99.2404887297"
591988,1150MT000211379,AFAG,114,148103,18567038,FAA04,PEA,6007416451,19.84042968,99.24206424,"19.8404296848, 99.2420642425"
4286252,11MTAA001363539,AFAG,116,164840,6500204659,FAA09,PEA,6024516876,19.86525309,99.23991076,"19.8652530945, 99.2399107636"
592121,1150MT000211512,AFAG,116,155900,25007916,FAA09,PEA,6007420159,19.87818119,99.24087256,"19.8781811914, 99.2408725641"
602030,1150MT000221421,AFAG,68,014116,16639507,FAA04,PEA,6007171637,19.80364798,99.24491784,"19.8036479815, 99.2449178415"
4597705,11MTAA001422417,AFAG,68,012227,5801147214,FAA04,PEA,6024981353,19.80162767,99.25245029,"19.8016276728, 99.2524502866"
602137,1150MT000221528,AFAG,68,012240,5800593593,FAA04,PEA,6007169260,19.80127325,99.25254866,"19.8012732452, 99.2525486615"
602163,1150MT000221554,AFAG,68,011291,20192980,FAA04,PEA,6007166066,19.80143555,99.25359927,"19.8014355497, 99.2535992672"
592290,1150MT000211681,AFAG,127,196721,23496370,FAA04,PEA,6007477241,19.8432248,99.27411026,"19.8432248015, 99.2741102597"
3301979,11MTAA001008133,AFAG,127,199001,19272104,FAA04,PEA,6007479128,19.83887924,99.28127677,"19.8388792418, 99.2812767709"
591866,1150MT000211257,AFAG,180,218401,19272030,FAA04,PEA,6007639048,19.84596488,99.2807645,"19.845964881, 99.2807645022"
592807,1150MT000212198,AFAG,129,225239,17230636,FAA04,PEA,6007494695,19.79892665,99.2848649,"19.7989266458, 99.2848649028"
592374,1150MT000211765,AFAG,129,225276,6200926031,FAA04,PEA,6007495601,19.80049212,99.28494743,"19.8004921226, 99.2849474307"
592568,1150MT000211959,AFAG,130,225117,6200926405,FAA04,PEA,6007496434,19.80114795,99.28631424,"19.8011479528, 99.2863142381"
1804539,11MTAA000152107,AFAG,130,225844,6200926454,FAA04,PEA,6007499884,19.80285176,99.28740182,"19.8028517585, 99.2874018234"
4770547,11MTAA001451830,AFAG,130,230072,6600324963,FAA04,PEA,6025198977,19.80232882,99.29002015,"19.8023288247, 99.2900201505"
1701269,11MTAA000094224,AFAG,130,-,19300634,FAA04,PEA,6010758379,19.80068483,99.29694101,"19.8006848341, 99.2969410075"
592743,1150MT000212134,AFAG,130,227513,5801369424,FAA04,PEA,6007504022,19.79964408,99.2980733,"19.7996440789, 99.2980732973"
592706,1150MT000212097,AFAG,130,227982,22189997,FAA04,PEA,6007506068,19.80144167,99.30022243,"19.8014416681, 99.3002224312"
592759,1150MT000212150,AFAG,130,228055,18012616,FAA04,PEA,6007506881,19.8018013,99.30224519,"19.8018013023, 99.3022451867"
3375753,11MTAA001051414,AFAG,28,298051,18042815,FAA06,PEA,6006906596,19.86205477,99.18162666,"19.8620547726, 99.1816266594"
4321843,11MTAA001367544,AFAG,28,295232,6500270487,FAA06,PEA,6024566934,19.86646204,99.18233857,"19.8664620387, 99.1823385687"
620862,1150MT000240253,AFAG,153,289870,5801369598,FAA06,,6007567227,19.86738307,99.18322175,"19.8673830659, 99.1832217535"
620074,1150MT000239465,AFAG,104,258600,5800224997,FAA06,,6007357617,19.87345053,99.18807003,"19.8734505341, 99.1880700261"
620057,1150MT000239448,AFAG,104,257501,29050650,FAA06,,6007357171,19.87417078,99.1882358,"19.87417078, 99.1882358029"
4219713,11MTAA001354181,AFAG,104,259104,6500204515,FAA06,PEA,6024454165,19.87327011,99.18852272,"19.8732701062, 99.1885227161"
620031,1150MT000239422,AFAG,104,255800,29561351,FAA06,,6007356471,19.87608805,99.18972259,"19.876088054, 99.1897225927"
620014,1150MT000239405,AFAG,24,254400,25136288,FAA06,,6006887758,19.87661658,99.19017163,"19.876616579, 99.1901716253"
619997,1150MT000239388,AFAG,24,253304,25475755,FAA06,,6006887121,19.877724,99.19205722,"19.8777240008, 99.1920572155"
619148,1150MT000238539,AFAG,24,250000,21621879,FAA06,,6006884740,19.8795407,99.19321541,"19.8795407027, 99.1932154149"
2666695,11MTAA000689352,AFAG,24,248987,5900098670,FAA06,PEA,6020777761,19.87942616,99.19493992,"19.8794261622, 99.1949399244"
601911,1150MT000221302,AFAG,97,002000,5800593629,FAA04,PEA,6007313391,19.84525512,99.19840304,"19.8452551166, 99.1984030447"
601598,1150MT000220989,AFAG,97,000500,15544051,FAA04,PEA,6007312268,19.8459501,99.19963789,"19.8459500967, 99.1996378932"
3522770,11MTAA001137216,AFAG,97,000510,5901098844,FAA04,PEA,6019504653,19.84658108,99.19988469,"19.8465810771, 99.1998846931"
601592,1150MT000220983,AFAG,97,000870,6300308619,FAA04,PEA,6007312621,19.84486833,99.20055939,"19.8448683336, 99.2005593851"
601869,1150MT000221260,AFAG,97,004421,24728483,FAA04,PEA,6007315462,19.84776104,99.19930275,"19.8477610399, 99.1993027456"
619544,1150MT000238935,AFAG,39,406103,24177881,FAA10,PEA,6006970191,19.85469209,99.20047576,"19.8546920869, 99.2004757577"
601943,1150MT000221334,AFAG,39,406430,6200142580,FAA04,PEA,6006970598,19.8537517,99.20070779,"19.8537517011, 99.2007077909"
2163068,11MTAA000388916,AFAG,151,201816,5700316424,FAA06,,6018621617,19.88775427,99.19682045,"19.8877542658, 99.1968204469"
619578,1150MT000238969,AFAG,151,201098,24424660,FAA06,PEA,6007562517,19.88899235,99.19698273,"19.8889923485, 99.1969827252"
4958937,11MTAA001481402,AFAG,151,201021,6600584100,FAA06,PEA,6007562304,19.88869943,99.19829487,"19.8886994293, 99.1982948703"
2069007,11MTAA000324364,AFAG,18,185220,6200142061,FAA06,,6018292867,19.90094514,99.200654,"19.9009451372, 99.2006539952"
3370107,11MTAA001046231,AFAG,150,189820,5800189036,FAA06,PEA,6007560156,19.89845635,99.20090991,"19.8984563451, 99.2009099141"
2390997,11MTAA000542245,AFAG,40,419830,6100541477,FAA04,PEA,6006977935,19.84708264,99.20484726,"19.8470826368, 99.2048472633"
601988,1150MT000221379,AFAG,40,417001,29858768,FAA04,PEA,6006975026,19.84950064,99.20222205,"19.8495006449, 99.2022220522"
601976,1150MT000221367,AFAG,40,416611,22189766,FAA04,PEA,6006974544,19.84904818,99.20423033,"19.8490481792, 99.2042303308"
620934,1150MT000240325,AFAG,155,409504,16181061,FAA09,PEA,6007574904,19.85429802,99.20519768,"19.8542980246, 99.2051976814"
620936,1150MT000240327,AFAG,155,410000,6200831582,FAA09,PEA,6007575017,19.85459685,99.20522432,"19.8545968497, 99.2052243212"
3361266,11MTAA001039984,AFAG,250,001200,6201354443,FAA09,PEA,6022571104,19.87366304,99.20338709,"19.8736630414, 99.2033870866"
620137,1150MT000239528,AFAG,19,197800,5700315683,FAA06,,6006859253,19.89174715,99.2013108,"19.8917471521, 99.2013107954"
619774,1150MT000239165,AFAG,19,193601,26050186,FAA06,,6006857246,19.89324011,99.20155859,"19.893240114, 99.2015585933"
620374,1150MT000239765,AFAG,18,186911,19521927,FAA06,,6006852832,19.89927847,99.20121962,"19.8992784658, 99.2012196201"
619816,1150MT000239207,AFAG,150,189200,22695222,FAA06,,6007558646,19.89810397,99.20182102,"19.8981039745, 99.2018210237"
1780458,11MTAA000138264,AFAG,18,-,27820699,FAA06,,6016925537,19.8979392,99.20275388,"19.8979392044, 99.2027538828"
620339,1150MT000239730,AFAG,18,188230,26050110,FAA06,,6006853676,19.8980468,99.20297964,"19.8980468007, 99.2029796369"
617813,1150MT000237204,AFAG,148,171001,6500556799,FAA06,PEA,6007554288,19.90574092,99.20447532,"19.905740915, 99.2044753184"
3636676,11MTAA001187629,AFAG,120,157070,6000000464,FAA06,PEA,6023400017,19.90929323,99.20289497,"19.9092932318, 99.2028949669"
619518,1150MT000238909,AFAG,165,413322,22007173,FAA09,PEA,6007622948,19.85868788,99.20743635,"19.8586878826, 99.2074363505"
2376016,11MTAA000534012,AFAG,18,189210,5700887611,FAA06,,6019715439,19.89632326,99.20744846,"19.8963232561, 99.2074484616"
1526669,11MTAA000029129,AFAG,149,183580,26871056,FAA06,,6007558509,19.90114393,99.21043286,"19.9011439282, 99.210432857"
1894350,11MTAA000201083,AFAG,148,173401,6602581974,FAA06,,6017577483,19.90400866,99.20628357,"19.9040086624, 99.2062835718"
2273194,11MTAA000463943,AFAG,240,003700,5600110977,,,6019208997,19.90695697,99.20689001,"19.9069569716, 99.2068900082"
2765646,11MTAA000741217,AFAG,15,152110,5900099228,FAA06,PEA,6021103799,19.91281551,99.20675356,"19.9128155097, 99.2067535629"
2761624,11MTAA000739199,AFAG,15,152150,27617551,FAA06,PEA,6021086554,19.91297467,99.20692217,"19.9129746673, 99.2069221672"
618516,1150MT000237907,AFAG,133,237800,22980688,FAA06,,6007513028,19.91211207,99.20827226,"19.9121120718, 99.208272259"
618472,1150MT000237863,AFAG,9801,011400,27684158,FAA06,,6007927515,19.91593049,99.21042927,"19.9159304878, 99.2104292683"
3073785,11MTAA000896970,AFAG,113,136721,6100204775,FAA04,PEA,6022029738,19.83910812,99.21287896,"19.8391081238, 99.2128789595"
621138,1150MT000240529,AFAG,165,415930,5900357987,FAA09,PEA,6007623887,19.85712697,99.21313309,"19.8571269713, 99.2131330894"
2853862,11MTAA000782576,AFAG,41,429600,25446177,FAA09,PEA,6006981855,19.86730947,99.21143349,"19.8673094708, 99.2114334855"
2101489,11MTAA000345462,AFAG,41,430092,30633913,FAA09,PEA,6018387058,19.86697635,99.21466624,"19.866976351, 99.2146662379"
619685,1150MT000239076,AFAG,41,430140,26051630,FAA09,PEA,6006984771,19.86735022,99.21511045,"19.8673502179, 99.2151104473"
619621,1150MT000239012,AFAG,156,431701,6000272270,FAA09,PEA,6007578488,19.87240359,99.21203444,"19.8724035898, 99.2120344421"
619438,1150MT000238829,AFAG,105,434537,25007114,FAA09,PEA,6007360379,19.87698813,99.21420944,"19.8769881323, 99.214209437"
3140791,11MTAA000923963,AFAG,78,688020,6100942279,FAA04,PEA,6022272557,19.81399012,99.21824505,"19.8139901154, 99.218245047"
3540514,11MTAA001143118,AFAG,78,688343,5700316500,FAA04,PEA,6018648244,19.81454415,99.21931749,"19.8145441507, 99.2193174861"
619049,1150MT000238440,AFAG,105,436821,5801276224,FAA09,PEA,6007365164,19.88229148,99.21696424,"19.8822914822, 99.2169642412"
619025,1150MT000238416,AFAG,105,437400,5700316540,FAA09,PEA,6007366992,19.88359708,99.21770106,"19.8835970812, 99.2177010604"
619308,1150MT000238699,AFAG,105,438200,26563233,FAA09,PEA,6007369217,19.8860439,99.2200583,"19.8860439033, 99.2200582999"
593231,1150MT000212622,AFAG,134,240900,6100204785,FAA04,PEA,6007513568,19.83596635,99.22045938,"19.8359663468, 99.2204593847"
618743,1150MT000238134,AFAG,63,636100,6000271686,FAA09,PEA,6007135345,19.90259012,99.22766768,"19.9025901244, 99.2276676791"
619227,1150MT000238618,AFAG,139,277902,6200830828,FAA09,PEA,6007523189,19.8872154,99.23077365,"19.8872153991, 99.2307736487"
618975,1150MT000238366,AFAG,160,645800,29559791,FAA09,PEA,6007597064,19.8987513,99.23135587,"19.8987512986, 99.2313558691"
3511025,11MTAA001131258,AFAG,63,638160,5900360254,FAA09,PEA,6023060555,19.8993352,99.23285382,"19.8993351964, 99.2328538195"
3298177,11MTAA001005906,AFAG,63,638301,20915467,FAA09,PEA,6007139603,19.90159992,99.23005027,"19.9015999236, 99.2300502727"
1700491,11MTAA000093734,AFAG,63,-,20268591,FAA09,PEA,6007139966,19.90273217,99.23017724,"19.9027321703, 99.230177236"
3609812,11MTAA001175764,AFAG,114,,6300827494,FAA04,PEA,6023332636,19.84077041,99.23481335,"19.8407704115, 99.2348133516"
591951,1150MT000211342,AFAG,114,145891,19300619,FAA04,PEA,6007414882,19.84111616,99.23690588,"19.8411161579, 99.2369058761"
3263811,11MTAA000987557,AFAG,116,154600,5700887689,FAA09,PEA,6019631323,19.88093475,99.2375269,"19.8809347543, 99.2375269028"
4911305,11MTAA001473816,AFAG,131,226675,6500568650,FAA09,PEA,6025334661,19.91051502,99.23603844,"19.9105150155, 99.2360384386"
591991,1150MT000211382,AFAG,114,148800,23496478,FAA04,PEA,6007417814,19.84041992,99.24242613,"19.8404199216, 99.2424261287"
3680222,11MTAA001206273,AFAG,238,000101,29146424,FAA04,PEA,6019034545,19.85782328,99.24103016,"19.8578232801, 99.2410301607"
1677178,11MTAA000084160,AFAG,116,162501,25478005,FAA09,PEA,6007424226,19.86532827,99.24596741,"19.8653282657, 99.2459674052"
602128,1150MT000221519,AFAG,68,012362,23694564,FAA04,PEA,6007169701,19.80220778,99.25168018,"19.8022077845, 99.2516801776"
602157,1150MT000221548,AFAG,68,012174,23436294,FAA04,PEA,6007168590,19.80307627,99.25257377,"19.8030762724, 99.2525737718"
593079,1150MT000212470,AFAG,68,-,23634788,FAA04,PEA,6007165485,19.80257761,99.25344863,"19.8025776109, 99.2534486262"
4958942,11MTAA001481410,AFAG,186,000800,6600325053,FAA04,PEA,6007643444,19.80808928,99.26398365,"19.8080892805, 99.2639836547"
4958943,11MTAA001481412,AFAG,186,000801,6600325052,FAA04,PEA,6007643466,19.80805819,99.26398799,"19.8080581874, 99.263987986"
592324,1150MT000211715,AFAG,127,195305,21380593,FAA04,PEA,6007475346,19.84497058,99.27193362,"19.8449705754, 99.2719336173"
592257,1150MT000211648,AFAG,180,217202,6001137659,FAA04,PEA,6007637844,19.84584344,99.27917038,"19.8458434441, 99.2791703842"
592359,1150MT000211750,AFAG,129,224756,6500059878,FAA04,PEA,6007492535,19.80130368,99.28270333,"19.8013036766, 99.2827033332"
3300043,11MTAA001007192,AFAG,129,225247,27751876,FAA04,PEA,6016646330,19.79798288,99.28383324,"19.7979828836, 99.2838332351"
592508,1150MT000211899,AFAG,129,225254,24105910,FAA04,PEA,6007495148,19.79800244,99.28401782,"19.7980024352, 99.2840178237"
592569,1150MT000211960,AFAG,130,225114,6100729829,FAA04,PEA,6007496363,19.80111426,99.28632432,"19.8011142564, 99.2863243175"
1804533,11MTAA000152099,AFAG,130,225835,6200926487,FAA04,PEA,6007499783,19.80290149,99.2878386,"19.8029014898, 99.2878386018"
593519,1150MT000212910,AFAG,128,212302,22007176,FAA04,PEA,6007480638,19.83486268,99.28801495,"19.8348626831, 99.2880149494"
593458,1150MT000212849,AFAG,128,213601,23556224,FAA04,PEA,6007481642,19.83578868,99.29229261,"19.8357886831, 99.2922926147"
593208,1150MT000212599,AFAG,192,228513,5801369425,FAA04,PEA,6007509113,19.79809921,99.30009125,"19.798099214, 99.3000912528"
3306180,11MTAA001010224,AFAG,130,227942,6100729792,FAA04,PEA,6007505821,19.80119295,99.3001612,"19.8011929519, 99.300161203"
1934491,11MTAA000225131,AFAG,192,-,29564132,FAA04,PEA,6017770517,19.78513363,99.31569311,"19.7851336265, 99.3156931136"
1830616,11MTAA000164573,AFAG,192,-,6001139336,FAA04,PEA,6017025212,19.78848185,99.31643769,"19.7884818537, 99.3164376907"
592471,1150MT000211862,AFAG,192,005605,5700315711,FAA04,PEA,6007658451,19.78859579,99.31700119,"19.7885957945, 99.3170011863"
620810,1150MT000240201,AFAG,28,296326,29562723,FAA06,PEA,6006904328,19.86540252,99.18271781,"19.8654025205, 99.1827178083"
4321846,11MTAA001367553,AFAG,28,295233,6500270485,FAA06,PEA,6024566937,19.8665263,99.18238994,"19.8665263009, 99.1823899443"
620883,1150MT000240274,AFAG,27,286502,21570551,FAA06,,6006899289,19.86826627,99.18400522,"19.8682662733, 99.1840052222"
620755,1150MT000240146,AFAG,122,270800,6300829807,FAA06,,6007458513,19.86776729,99.18484279,"19.8677672897, 99.1848427947"
620764,1150MT000240155,AFAG,122,267113,23519070,FAA06,,6007456614,19.87054968,99.18570706,"19.8705496756, 99.1857070589"
620067,1150MT000239458,AFAG,104,258100,6100729491,FAA06,,6007357426,19.87387498,99.18915546,"19.8738749811, 99.1891554573"
1546670,11MTAA000035608,AFAG,24,253503,6300249992,FAA06,,6006887326,19.87757581,99.191353,"19.8775758146, 99.1913530003"
4167173,11MTAA001346186,AFAG,97,006011,6500059902,FAA04,PEA,6024300294,19.84193898,99.19610377,"19.8419389826, 99.1961037706"
619979,1150MT000239370,AFAG,24,252200,17415619,FAA06,,6006886661,19.87818205,99.19164727,"19.8781820464, 99.1916472727"
3717782,11MTAA001226588,AFAG,24,249302,6400018054,FAA06,PEA,6023632866,19.8804147,99.19384063,"19.8804147014, 99.1938406262"
601922,1150MT000221313,AFAG,97,001403,5801002656,FAA04,PEA,6007313165,19.84628201,99.19897767,"19.8462820062, 99.1989776735"
601160,1150MT000220551,AFAG,97,000920,18012213,FAA04,PEA,6007312855,19.84414605,99.19978817,"19.844146047, 99.1997881665"
601954,1150MT000221345,AFAG,39,405900,6400017563,FAA04,PEA,6006970034,19.85452633,99.2001549,"19.8545263331, 99.2001549046"
601944,1150MT000221335,AFAG,39,406442,16042704,FAA04,PEA,6006971842,19.85349022,99.200526,"19.8534902182, 99.2005260045"
1932240,11MTAA000223731,AFAG,151,-,17415745,FAA06,,6007561574,19.8902712,99.19773775,"19.8902711979, 99.1977377503"
620419,1150MT000239810,AFAG,151,199910,22267984,FAA06,,6007561685,19.89017787,99.19781698,"19.8901778686, 99.1978169825"
1844930,11MTAA000173710,AFAG,151,201023,28939111,FAA06,,6017166023,19.8885348,99.19854573,"19.8885347982, 99.1985457279"
620402,1150MT000239793,AFAG,151,198031,23299191,FAA06,,6007561191,19.89202079,99.1988561,"19.8920207878, 99.1988561001"
620129,1150MT000239520,AFAG,19,197400,6201354315,FAA06,,6006859055,19.89199913,99.20111951,"19.8919991323, 99.2011195051"
619828,1150MT000239219,AFAG,18,185800,17676931,FAA06,,6006852258,19.89926868,99.20036915,"19.8992686807, 99.2003691519"
620363,1150MT000239754,AFAG,18,186500,17139546,FAA06,,6006852641,19.89893644,99.20101025,"19.8989364446, 99.2010102501"
2298721,11MTAA000482321,AFAG,75,423502,5800524930,FAA04,PEA,6019299694,19.84715057,99.20327873,"19.8471505718, 99.2032787252"
601746,1150MT000221137,AFAG,40,418100,22980429,FAA04,PEA,6006975489,19.84989562,99.20117251,"19.8498956194, 99.2011725119"
601787,1150MT000221178,AFAG,75,421500,5801369760,FAA04,PEA,6007212276,19.84784758,99.20149165,"19.8478475838, 99.2014916517"
601797,1150MT000221188,AFAG,75,420710,5801369758,FAA04,PEA,6007211878,19.84872524,99.20207608,"19.8487252362, 99.2020760822"
4078832,11MTAA001330922,AFAG,40,416703,6500059805,FAA04,PEA,6024277531,19.84962774,99.20264136,"19.8496277414, 99.2026413634"
601723,1150MT000221114,AFAG,40,419525,27808838,FAA04,PEA,6006976743,19.84796289,99.20407377,"19.8479628944, 99.204073765"
3697928,11MTAA001215122,AFAG,39,407950,6400018021,FAA10,PEA,6023557043,19.85295051,99.20370267,"19.8529505096, 99.2037026711"
619771,1150MT000239162,AFAG,19,193400,26050216,FAA06,,6006856915,19.89331047,99.20126072,"19.8933104678, 99.2012607153"
620330,1150MT000239721,AFAG,18,188603,26050210,FAA06,,6006855104,19.89768953,99.20342514,"19.8976895302, 99.2034251411"
617804,1150MT000237195,AFAG,148,169821,6300827467,FAA06,,6007552187,19.90597713,99.20401948,"19.9059771255, 99.2040194831"
617866,1150MT000237257,AFAG,148,174503,24627106,FAA06,,6007556763,19.90256314,99.20558139,"19.9025631446, 99.2055813927"
617858,1150MT000237249,AFAG,148,174402,6100942857,FAA06,,6007556667,19.90299724,99.20575445,"19.9029972414, 99.2057544483"
617797,1150MT000237188,AFAG,148,169902,18012642,FAA06,,6007552312,19.90623714,99.20351253,"19.9062371419, 99.203512534"
618030,1150MT000237421,AFAG,16,166815,27804577,FAA06,,6006843360,19.90857262,99.20369838,"19.9085726189, 99.2036983782"
618519,1150MT000237910,AFAG,120,154211,25180208,FAA06,,6007441484,19.91049251,99.20434474,"19.9104925093, 99.2043447393"
617584,1150MT000236975,AFAG,17,179401,18199174,FAA06,PEA,6006849974,19.89910895,99.20850675,"19.899108952, 99.2085067542"
1534530,11MTAA000032802,AFAG,149,183110,6100204732,FAA06,,6007558472,19.90140459,99.20978867,"19.9014045855, 99.2097886662"
3361460,11MTAA001040125,AFAG,149,180501,5801532889,FAA06,PEA,6007557001,19.90199468,99.20622311,"19.9019946777, 99.2062231138"
617873,1150MT000237264,AFAG,148,174004,19272036,FAA06,,6007556491,19.90359396,99.2068216,"19.9035939563, 99.2068215973"
618526,1150MT000237917,AFAG,149,181702,27378516,FAA06,,6007557625,19.9035292,99.20803354,"19.9035291959, 99.2080335396"
2851893,11MTAA000781491,AFAG,15,152506,6001150295,FAA06,PEA,6021425805,19.91263874,99.20656419,"19.9126387363, 99.2065641935"
2766791,11MTAA000741577,AFAG,15,151114,28025731,FAA06,PEA,6006836580,19.91578166,99.21012986,"19.9157816635, 99.2101298586"
601654,1150MT000221045,AFAG,111,125900,6200142046,FAA04,PEA,6007398182,19.84495611,99.21307894,"19.8449561137, 99.2130789361"
3047000,11MTAA000881772,AFAG,111,123402,6100942989,FAA04,PEA,6021994554,19.84842268,99.21124753,"19.8484226837, 99.2112475273"
621059,1150MT000240450,AFAG,41,428800,6400017229,FAA09,PEA,6006981086,19.86377336,99.21076946,"19.863773362, 99.2107694578"
619480,1150MT000238871,AFAG,41,430040,26326217,FAA09,PEA,6006983975,19.86767412,99.21279972,"19.8676741231, 99.2127997155"
601672,1150MT000221063,AFAG,111,126850,6200831287,FAA04,PEA,6007398748,19.84305462,99.21678601,"19.8430546243, 99.2167860106"
619037,1150MT000238428,AFAG,105,436902,27161305,FAA09,PEA,6007365321,19.88302921,99.21665854,"19.8830292086, 99.2166585382"
619018,1150MT000238409,AFAG,105,437701,25007138,FAA09,PEA,6007367229,19.88395689,99.21838187,"19.8839568864, 99.2183818678"
3507401,11MTAA001128802,AFAG,138,273500,29146415,FAA09,PEA,6018559938,19.9052506,99.21621891,"19.9052505959, 99.2162189124"
593238,1150MT000212629,AFAG,134,241901,22725325,FAA04,PEA,6007513771,19.83428125,99.22242827,"19.8342812506, 99.2224282698"
2357230,11MTAA000522036,AFAG,114,138980,29858821,FAA04,PEA,6017579132,19.8409154,99.22190047,"19.8409153985, 99.2219004733"
619204,1150MT000238595,AFAG,115,152801,27617549,FAA09,PEA,6007418933,19.89358869,99.22430258,"19.8935886919, 99.224302579"
1592111,11MTAA000048446,AFAG,202,202310,6500059612,FAA09,,6007665037,19.90176251,99.22163679,"19.9017625093, 99.2216367884"
1873398,11MTAA000187367,AFAG,134,243764,6500568695,FAA04,PEA,6016325304,19.82674721,99.22574533,"19.8267472117, 99.2257453309"
618394,1150MT000237785,AFAG,64,651603,20915519,FAA09,PEA,6007147280,19.8964159,99.22913049,"19.896415904, 99.229130485"
618840,1150MT000238231,AFAG,64,647716,23996515,FAA09,PEA,6007143018,19.89836582,99.22956333,"19.8983658174, 99.2295633258"
618055,1150MT000237446,AFAG,63,637300,29559857,FAA09,PEA,6007136372,19.90147852,99.22963148,"19.9014785229, 99.22963148"
618062,1150MT000237453,AFAG,63,636901,23996457,FAA09,PEA,6007136083,19.90176261,99.22894738,"19.9017626065, 99.2289473806"
618654,1150MT000238045,AFAG,63,640800,6001150003,FAA09,PEA,6007140736,19.90367709,99.22951438,"19.9036770938, 99.2295143774"
618657,1150MT000238048,AFAG,63,640812,5900381806,FAA09,PEA,6007140976,19.90396885,99.22976106,"19.9039688516, 99.2297610596"
593130,1150MT000212521,AFAG,114,142301,6200142316,FAA04,PEA,6007413186,19.84005297,99.23311036,"19.8400529728, 99.233110358"
619223,1150MT000238614,AFAG,139,277891,6200142174,FAA09,PEA,6007523090,19.88767288,99.2308035,"19.8876728819, 99.2308034955"
619222,1150MT000238613,AFAG,139,277890,25446404,FAA09,PEA,6007523063,19.88770471,99.23082086,"19.8877047139, 99.2308208611"
917885,11MTAA000013842,AFAG,64,654314,26051524,FAA09,PEA,6007149819,19.89318615,99.23403771,"19.893186151, 99.2340377065"
618699,1150MT000238090,AFAG,63,638231,21872613,FAA09,PEA,6007137635,19.90161535,99.23086068,"19.901615348, 99.2308606839"
618615,1150MT000238006,AFAG,131,226230,18586516,FAA09,PEA,6007511785,19.90961534,99.23373237,"19.9096153373, 99.233732371"
4483030,11MTAA001399310,AFAG,131,226731,6500556774,FAA09,PEA,6024677232,19.91054426,99.23464931,"19.9105442618, 99.2346493053"
592039,1150MT000211430,AFAG,116,154911,23436265,FAA09,PEA,6007419699,19.87950299,99.23866182,"19.8795029907, 99.2386618153"
1703607,11MTAA000095674,AFAG,64,-,26355766,FAA09,PEA,6007150223,19.8917734,99.23531508,"19.8917733983, 99.2353150783"
593171,1150MT000212562,AFAG,114,148400,26663231,FAA04,PEA,6007416584,19.84030439,99.24337676,"19.8403043933, 99.2433767605"
2605249,11MTAA000659786,AFAG,68,014301,6500059427,FAA04,PEA,6020540002,19.80431515,99.24418802,"19.804315148, 99.2441880248"
602084,1150MT000221475,AFAG,68,013900,26662785,FAA04,,6007171049,19.80425445,99.24684444,"19.8042544483, 99.2468444355"
602087,1150MT000221478,AFAG,68,013600,25785562,FAA04,PEA,6007170877,19.8043543,99.24829327,"19.8043543039, 99.2482932701"
3848150,11MTAA001271316,AFAG,68,011007,6200926019,FAA04,PEA,6023857124,19.80203327,99.25347189,"19.8020332722, 99.2534718917"
602165,1150MT000221556,AFAG,68,011293,16419372,FAA04,PEA,6007166123,19.80139961,99.25359078,"19.8013996133, 99.2535907796"
1790141,11MTAA000144210,AFAG,68,012155,27804314,FAA04,PEA,6016777946,19.80359007,99.25209809,"19.8035900729, 99.2520980949"
1745263,11MTAA000119004,AFAG,68,-,27617461,FAA04,PEA,6016365825,19.80217015,99.25246861,"19.8021701544, 99.2524686147"
1780460,11MTAA000138267,AFAG,68,012182,27802243,FAA04,PEA,6016746671,19.80305198,99.25279562,"19.803051975, 99.2527956162"
602183,1150MT000221574,AFAG,68,011521,18043024,FAA04,PEA,6007166692,19.80012475,99.25361758,"19.8001247508, 99.253617575"
592902,1150MT000212293,AFAG,129,222340,6500060147,FAA04,PEA,6007484713,19.80491437,99.25711271,"19.8049143667, 99.2571127128"
592341,1150MT000211732,AFAG,129,223811,6200831607,FAA04,PEA,6007489387,19.80368621,99.27678745,"19.8036862112, 99.2767874528"
